,,,"East West University
Offered Courses (Fall - 25)",


Course,Section,Faculty,Capacity,Timing
MATH111,1,MEHEDI,0/40,SR 10:10 AM - 11:40 AM
MATH112,1,KNI,0/40,MW 10:10 AM - 11:40 AM
MATH114,1,TD,0/40,MW 10:10 AM - 11:40 AM
MATH115,1,NY,0/40,SR 03:10 PM - 04:40 PM
MATH116,1,AKMN,0/40,ST 08:30 AM - 10:00 AM
MATH211,1,BITU,0/30,M 08:00 AM - 10:00 AM
MATH211,1,AP,0/30,ST 10:10 AM - 11:40 AM

MATH214,1,SIS,0/40,S 11:50 AM - 01:20 PM
MATH214,1,SIS,0/40,T 11:50 AM - 01:20 PM
MATH317,1,AP,0/30,MW 01:30 PM - 03:00 PM
MATH317,1,"APURB
O",0/30,S 08:00 AM - 10:00 AM
MATH318,1,DFK,0/40,MW 10:10 AM - 11:40 AM
MATH320,1,TD,0/30,T 08:30 AM - 10:00 AM
MATH320,1,TD,0/30,S 08:30 AM - 10:00 AM
MATH320,1,TD,0/30,R 08:00 AM - 10:00 AM
PHY100,1,NFJ,0/40,SR 10:10 AM - 11:40 AM
PHY100,2,TBA,0/40,T 08:00 AM - 10:00 AM
PHY100,2,TBA,0/40,R 08:30 AM - 10:00 AM
PHY107,1,"NAHME
D",0/30,MW 08:30 AM - 10:00 AM
PHY107,1,"NAHME
D",0/30,S 01:30 PM - 03:30 PM
PHY107,2,AROY,0/30,W 01:30 PM - 03:30 PM
PHY107,2,AROY,0/30,ST 08:30 AM - 10:00 AM
PHY107,3,DMBB,0/30,ST 08:30 AM - 10:00 AM
PHY107,3,DMBB,0/30,S 10:10 AM - 12:10 PM
PHY108,1,SHAFIQ,0/30,M 08:00 AM - 10:00 AM
PHY108,1,SHAFIQ,0/30,MW 11:50 AM - 01:20 PM
PHY108,2,SHAFIQ,0/30,MW 01:30 PM - 03:00 PM
PHY108,2,SHAFIQ,0/30,W 08:00 AM - 10:00 AM
PHY109,1,GDM,0/30,ST 10:10 AM - 11:40 AM
PHY109,1,GDM,0/30,M 01:30 PM - 03:30 PM
PHY109,2,GDM,0/30,T 01:30 PM - 03:30 PM

PHY109,2,GDM,0/30,MW 10:10 AM - 11:40 AM
PHY109,3,NFJ,0/30,MW 04:50 PM - 06:20 PM
PHY109,3,NFJ,0/30,S 08:00 AM - 10:00 AM
PHY109,4,NFJ,0/30,R 08:00 AM - 10:00 AM
PHY109,4,NFJ,0/30,MW 11:50 AM - 01:20 PM
PHY109,5,AROY,0/30,MW 04:50 PM - 06:20 PM
PHY109,5,AROY,0/30,T 10:10 AM - 12:10 PM
PHY109,6,AROY,0/30,W 10:10 AM - 12:10 PM
PHY109,6,AROY,0/30,SR 11:50 AM - 01:20 PM
PHY109,7,"NAHME
D",0/30,R 10:10 AM - 12:10 PM
PHY109,7,"NAHME
D",0/30,MW 01:30 PM - 03:00 PM
PHY109,8,"NAHME
D",0/30,M 10:10 AM - 12:10 PM
PHY109,8,"NAHME
D",0/30,ST 08:30 AM - 10:00 AM
PHY109,9,TBA,0/30,T 01:30 PM - 03:00 PM
PHY109,9,TBA,0/30,R 01:30 PM - 03:00 PM
PHY109,9,TBA,0/30,T 08:00 AM - 10:00 AM
PHY109,10,TBA,0/30,R 04:50 PM - 06:50 PM
PHY109,10,TBA,0/30,MW 04:50 PM - 06:20 PM
PHY109,11,TBA,0/30,R 04:50 PM - 06:20 PM
PHY109,11,TBA,0/30,F 08:00 AM - 10:00 AM
PHY109,11,TBA,0/30,T 04:50 PM - 06:20 PM
PHY109,12,TBA,0/30,F 10:10 AM - 12:10 PM
PHY109,12,TBA,0/30,R 08:30 AM - 10:00 AM
PHY109,12,TBA,0/30,S 08:30 AM - 10:00 AM

PHY109,13,"MONGU
R",0/30,S 04:50 PM - 06:50 PM
PHY109,13,"MONGU
R",0/30,MW 11:50 AM - 01:20 PM
PHY109,14,MMHQ,0/30,T 04:50 PM - 06:50 PM
PHY109,14,MMHQ,0/30,ST 01:30 PM - 03:00 PM
PHY109,15,MMHQ,0/30,MW 08:30 AM - 10:00 AM
PHY109,15,MMHQ,0/30,W 04:50 PM - 06:50 PM
PHY109,16,DMNAA,0/30,TR 03:10 PM - 04:40 PM
PHY109,16,DMNAA,0/30,A 04:50 PM - 06:50 PM
PHY109,17,DMNAA,0/30,A 01:30 PM - 03:30 PM
PHY109,17,DMNAA,0/30,TR 04:50 PM - 06:20 PM
PHY109,18,DMKZN,0/30,MW 10:10 AM - 11:40 AM
PHY109,18,DMKZN,0/30,A 08:00 AM - 10:00 AM
PHY109,19,DMKZN,0/0,A 10:10 AM - 12:10 PM
PHY109,19,DMKZN,0/0,MW 01:30 PM - 03:00 PM
PHY109,20,TBA,0/0,MW 04:50 PM - 06:20 PM
PHY109,20,TBA,0/0,
PHY109,21,TBA,0/0,
PHY109,21,TBA,0/0,MW 04:50 PM - 06:20 PM
PHY109,22,TBA,0/0,MW 04:50 PM - 06:20 PM
PHY207,1,DMBB,0/40,ST 01:30 PM - 03:00 PM
PHY208,1,DJIK,0/30,MW 01:30 PM - 03:00 PM
PHY208,1,DJIK,0/30,M 04:50 PM - 06:50 PM
PHY208,2,TAREQ,0/30,R 01:30 PM - 03:30 PM
PHY208,2,TAREQ,0/30,TR 11:50 AM - 01:20 PM

PHY209,1,MMHQ,0/40,MW 11:50 AM - 01:20 PM
PHY209,2,DJIK,0/40,MW 03:10 PM - 04:40 PM
PHY209,3,"MONGU
R",0/40,MW 01:30 PM - 03:00 PM
PHY209,4,"MONGU
R",0/40,R 10:10 AM - 11:40 AM
PHY209,4,"MONGU
R",0/40,T 10:10 AM - 11:40 AM
PHY209,5,DSKD,0/40,ST 03:10 PM - 04:40 PM
PHY209,6,DSKD,0/40,ST 04:50 PM - 06:20 PM
PHY209,7,"AFROZ
A",0/40,ST 01:30 PM - 03:00 PM
PHY209,8,"AFROZ
A",0/40,ST 04:50 PM - 06:20 PM
PHY209,9,TBA,0/40,M 08:30 AM - 10:00 AM
PHY209,9,TBA,0/40,W 08:30 AM - 10:00 AM
PHY209,10,TBA,0/40,MW 04:50 PM - 06:20 PM
PHY209,11,DAKR,0/40,ST 01:30 PM - 03:00 PM
PHY209,12,DAKR,0/40,ST 04:50 PM - 06:20 PM
PHY209,13,TBA,0/40,MW 04:50 PM - 06:20 PM
PHY209,14,TBA,0/40,MW 04:50 PM - 06:20 PM
STA102,1,AAS,0/40,MW 10:10 AM - 11:40 AM
STA102,2,AAS,0/40,MW 03:10 PM - 04:40 PM
STA102,3,SHH,0/40,ST 08:30 AM - 10:00 AM
STA102,4,SHH,0/40,MW 08:30 AM - 10:00 AM
STA102,5,SHH,0/40,TR 03:10 PM - 04:40 PM
STA102,6,FMAR,0/40,SR 08:30 AM - 10:00 AM
STA102,7,DAK,0/40,MW 08:30 AM - 10:00 AM
STA102,8,SALAM,0/40,ST 11:50 AM - 01:20 PM

STA102,9,SALAM,0/40,ST 03:10 PM - 04:40 PM
STA102,10,DAK,0/40,MW 11:50 AM - 01:20 PM
STA102,11,ZAKIR,0/40,ST 11:50 AM - 01:20 PM
STA102,12,ZAKIR,0/40,ST 03:10 PM - 04:40 PM
STA102,13,TBA,0/0,MW 04:50 PM - 06:20 PM
STA102,14,TBA,0/0,T 04:50 PM - 06:20 PM
STA102,14,TBA,0/0,R 04:50 PM - 06:20 PM
STA102,15,TBA,0/0,R 04:50 PM - 06:20 PM
STA102,15,TBA,0/0,T 04:50 PM - 06:20 PM
STA102,16,TBA,0/0,T 08:30 AM - 10:00 AM
STA102,16,TBA,0/0,R 08:30 AM - 10:00 AM
STA104,1,TBA,0/40,S 08:30 AM - 10:00 AM
STA104,1,TBA,0/40,R 08:30 AM - 10:00 AM
STA191,1,MRA,0/40,ST 08:30 AM - 10:00 AM
STA191,2,MRA,0/40,MW 08:30 AM - 10:00 AM
STA191,3,DSR,0/40,SR 11:50 AM - 01:20 PM
STA204,1,TBA,0/40,MW 04:50 PM - 06:20 PM
STA208,1,AAS,0/40,ST 10:10 AM - 11:40 AM
STA208,2,AAS,0/40,ST 03:10 PM - 04:40 PM
STA293,1,MRA,0/40,ST 11:50 AM - 01:20 PM
STA293,2,DSR,0/40,ST 10:10 AM - 11:40 AM
ENG_9507,1,DSH,0/20,S 05:30 PM - 08:30 PM
ENG_9516,1,MMNK,0/20,R 05:30 PM - 08:30 PM
ENG_9542,1,AJ,0/20,W 05:30 PM - 08:30 PM

ENG_9580,1,DMQ,0/20,M 05:30 PM - 08:30 PM
ENG_9590,1,ROUF,0/20,T 05:30 PM - 08:30 PM
ENG099,1,SHZ,0/30,MW 04:50 PM - 06:20 PM
ENG099,2,IJDT,0/30,MW 11:50 AM - 01:20 PM
ENG099,4,ANISA,0/30,S 11:50 AM - 01:20 PM
ENG099,4,ANISA,0/30,R 11:50 AM - 01:20 PM
ENG099,5,JTR,0/0,MW 04:50 PM - 06:20 PM
ENG099,6,TBA,0/0,MW 04:50 PM - 06:20 PM
ENG099,7,TBA,0/0,S 04:50 PM - 06:20 PM
ENG099,7,TBA,0/0,R 04:50 PM - 06:20 PM
ENG099,8,TBA,0/0,R 04:50 PM - 06:20 PM
ENG099,8,TBA,0/0,T 04:50 PM - 06:20 PM
ENG099,9,TBA,0/0,MW 03:10 PM - 04:40 PM
ENG145,1,ZOA,0/20,ST 01:30 PM - 03:00 PM
ENG145,2,TR,0/20,MW 01:30 PM - 03:00 PM
ENG154,1,KNF,0/20,ST 08:30 AM - 10:00 AM
ENG154,2,SSNM,0/20,ST 08:30 AM - 10:00 AM
ENG191,1,KK,0/10,S 11:50 AM - 01:20 PM
ENG191,1,KK,0/10,R 11:50 AM - 01:20 PM
ENG191,2,KK,0/10,MW 01:30 PM - 03:00 PM
ENG192,1,"ARSHA
D",0/10,R 11:50 AM - 01:20 PM
ENG192,1,"ARSHA
D",0/10,T 11:50 AM - 01:20 PM
ENG192,2,YAF,0/10,MW 03:10 PM - 04:40 PM
ENG205,1,SHKA,0/20,S 10:10 AM - 11:40 AM

ENG205,1,SHKA,0/20,R 10:10 AM - 11:40 AM
ENG207,1,NSNI,0/20,ST 10:10 AM - 11:40 AM
ENG207,2,NPS,0/20,R 10:10 AM - 11:40 AM
ENG207,2,NPS,0/20,T 10:10 AM - 11:40 AM
ENG208,1,FSPI,0/20,MW 10:10 AM - 11:40 AM
ENG209,1,MRJK,0/20,MW 11:50 AM - 01:20 PM
ENG209,2,NHAM,0/20,ST 08:30 AM - 10:00 AM
ENG209,3,NHAM,0/20,ST 11:50 AM - 01:20 PM
ENG211,1,AFA,0/20,MW 08:30 AM - 10:00 AM
ENG211,2,ANISA,0/20,MW 03:10 PM - 04:40 PM
ENG213,1,AUHS,0/40,S 03:10 PM - 04:40 PM
ENG213,1,AUHS,0/40,T 03:10 PM - 04:40 PM
ENG222,1,DBC,0/20,TR 10:10 AM - 11:40 AM
ENG222,2,DBC,0/20,TR 11:50 AM - 01:20 PM
ENG226,1,ARA,0/40,SR 10:10 AM - 11:40 AM
ENG230,1,KTK,0/20,S 03:10 PM - 04:40 PM
ENG230,1,KTK,0/20,R 03:10 PM - 04:40 PM
ENG230,2,MARIA,0/20,SR 11:50 AM - 01:20 PM
ENG235,1,IJDT,0/20,MW 08:30 AM - 10:00 AM
ENG245,1,SMR,0/20,MW 01:30 PM - 03:00 PM
ENG245,2,DASA,0/20,MW 10:10 AM - 11:40 AM
ENG255,1,TR,0/20,ST 03:10 PM - 04:40 PM
ENG301,1,RZO,0/20,MW 03:10 PM - 04:40 PM
ENG301,2,SHZ,0/20,MW 01:30 PM - 03:00 PM

ENG303,1,SMAS,0/20,R 03:10 PM - 04:40 PM
ENG303,1,SMAS,0/20,T 03:10 PM - 04:40 PM
ENG303,2,ROUF,0/20,ST 03:10 PM - 04:40 PM
ENG306,1,SMAS,0/20,MW 01:30 PM - 03:00 PM
ENG306,2,SSNM,0/20,MW 08:30 AM - 10:00 AM
ENG309,1,RAYSA,0/40,T 10:10 AM - 11:40 AM
ENG309,1,RAYSA,0/40,R 10:10 AM - 11:40 AM
ENG310,1,DFA,0/20,TR 03:10 PM - 04:40 PM
ENG310,2,SHZ,0/20,S 01:30 PM - 03:00 PM
ENG310,2,SHZ,0/20,R 01:30 PM - 03:00 PM
ENG313,1,IJDT,0/20,TR 08:30 AM - 10:00 AM
ENG315,1,AUHS,0/20,SR 11:50 AM - 01:20 PM
ENG315,2,SMR,0/20,ST 03:10 PM - 04:40 PM
ENG316,1,NSNI,0/20,R 11:50 AM - 01:20 PM
ENG316,1,NSNI,0/20,T 11:50 AM - 01:20 PM
ENG319,1,SABIHA,0/20,MW 10:10 AM - 11:40 AM
ENG340,1,DFA,0/40,TR 11:50 AM - 01:20 PM
ENG402,1,FSPI,0/40,ST 10:10 AM - 11:40 AM
ENG403,1,AFA,0/40,TR 10:10 AM - 11:40 AM
ENG403,2,ARI,0/40,T 11:50 AM - 01:20 PM
ENG403,2,ARI,0/40,R 11:50 AM - 01:20 PM
ENG411,1,DMQ,0/20,ST 10:10 AM - 11:40 AM
ENG412,1,AJ,0/20,ST 01:30 PM - 03:00 PM
ENG412,2,MTUR,0/20,TR 03:10 PM - 04:40 PM

ENG413,1,MEU,0/20,MW 03:10 PM - 04:40 PM
ENG415,1,MEU,0/20,MW 01:30 PM - 03:00 PM
ENG426,1,SNH,0/20,MW 10:10 AM - 11:40 AM
ENG435,1,TBA,0/0,MW 03:10 PM - 04:40 PM
ENG438,1,SR,0/20,ST 01:30 PM - 03:00 PM
ENG438,2,SR,0/20,ST 11:50 AM - 01:20 PM
ENG440,1,MIJ,0/30,R 10:10 AM - 11:40 AM
ENG440,1,MIJ,0/30,T 10:10 AM - 11:40 AM
ENG445,1,NOMAN,0/40,ST 10:10 AM - 11:40 AM
ENG451,1,ZOA,0/40,MW 01:30 PM - 03:00 PM
ENG451,2,ARA,0/40,R 11:50 AM - 01:20 PM
ENG451,2,ARA,0/40,S 11:50 AM - 01:20 PM
ENG455,1,DASA,0/40,TR 10:10 AM - 11:40 AM
ENG7100,1,DSH,1/30,ST 01:30 PM - 03:00 PM
ENG7100,2,FA,0/30,MW 10:10 AM - 11:40 AM
ENG7100,3,DMQ,0/30,ST 11:50 AM - 01:20 PM
ENG7100,4,AJ,0/30,ST 11:50 AM - 01:20 PM
ENG7100,5,ZOA,0/30,MW 03:10 PM - 04:40 PM
ENG7100,6,ZOA,0/30,ST 03:10 PM - 04:40 PM
ENG7100,7,MIJ,0/30,R 11:50 AM - 01:20 PM
ENG7100,7,MIJ,0/30,T 11:50 AM - 01:20 PM
ENG7100,8,AFA,0/30,TR 08:30 AM - 10:00 AM
ENG7100,9,SNH,0/30,TR 08:30 AM - 10:00 AM
ENG7100,10,ARI,0/30,ST 01:30 PM - 03:00 PM

ENG7100,11,TR,0/30,MW 03:10 PM - 04:40 PM
ENG7100,12,MRJK,0/30,TR 01:30 PM - 03:00 PM
ENG7100,13,SMAS,0/30,S 11:50 AM - 01:20 PM
ENG7100,13,SMAS,0/30,R 11:50 AM - 01:20 PM
ENG7100,14,SMR,0/30,S 11:50 AM - 01:20 PM
ENG7100,14,SMR,0/30,R 11:50 AM - 01:20 PM
ENG7100,15,NSNI,0/30,MW 01:30 PM - 03:00 PM
ENG7100,16,KNF,0/30,R 10:10 AM - 11:40 AM
ENG7100,16,KNF,0/30,T 10:10 AM - 11:40 AM
ENG7100,17,SHKA,0/30,R 03:00 PM - 04:40 PM
ENG7100,17,SHKA,0/30,T 03:10 PM - 04:40 PM
ENG7100,18,SSNM,0/30,R 10:10 AM - 11:40 AM
ENG7100,18,SSNM,0/30,T 10:10 AM - 11:40 AM
ENG7100,19,SHZ,0/30,ST 04:50 PM - 06:20 PM
ENG7100,20,KK,0/30,R 03:10 PM - 04:40 PM
ENG7100,20,KK,0/30,T 03:10 PM - 04:40 PM
ENG7100,21,ARA,0/30,TR 08:30 AM - 10:00 AM
ENG7100,22,RZO,0/30,SR 03:10 PM - 04:40 PM
ENG7100,23,NPS,0/30,ST 04:50 PM - 06:20 PM
ENG7100,24,IJDT,0/30,S 11:50 AM - 01:20 PM
ENG7100,24,IJDT,0/30,R 11:50 AM - 01:20 PM
ENG7100,25,MARIA,0/30,MW 08:30 AM - 10:00 AM
ENG7100,26,TBA,0/0,MW 10:10 AM - 11:40 AM
ENG7100,27,TBA,0/0,MW 08:30 AM - 10:00 AM

ENG7100,28,TBA,0/0,MW 04:50 PM - 06:20 PM
ENG7100,29,TBA,0/0,R 08:30 AM - 10:00 AM
ENG7100,29,TBA,0/0,S 08:30 AM - 10:00 AM
ENG7100,30,TBA,0/0,R 04:50 PM - 06:20 PM
ENG7100,30,TBA,0/0,S 04:50 PM - 06:20 PM
ENG7101,1,KTK,0/40,MW 08:30 AM - 10:00 AM
ENG7101,2,RAYSA,0/40,MW 08:30 AM - 10:00 AM
ENG7101,3,"ARSHA
D",0/40,MW 04:50 PM - 06:20 PM
ENG7101,4,BITHY,0/40,MW 04:50 PM - 06:20 PM
ENG7101,5,JTR,0/40,SR 11:50 AM - 01:20 PM
ENG7101,6,SMH,0/40,ST 08:30 AM - 10:00 AM
ENG7101,7,HP,0/40,MW 08:30 AM - 10:00 AM
ENG7101,8,TBA,0/40,S 04:50 PM - 06:20 PM
ENG7101,8,TBA,0/40,T 04:50 PM - 06:20 PM
ENG7101,9,TBA,0/40,R 04:50 PM - 06:20 PM
ENG7101,9,TBA,0/40,T 04:50 PM - 06:20 PM
ENG7101,10,TBA,0/40,MW 04:50 PM - 06:20 PM
ENG7101,11,TBA,0/40,MW 03:10 PM - 04:40 PM
ENG7101,12,TBA,0/40,S 04:50 PM - 06:20 PM
ENG7101,12,TBA,0/40,T 04:50 PM - 06:20 PM
ENG7101,13,TBA,0/40,S 04:50 PM - 06:20 PM
ENG7101,13,TBA,0/40,R 04:50 PM - 06:20 PM
ENG7101,14,TBA,0/40,MW 04:50 PM - 06:20 PM
ENG7101,15,TBA,0/40,MW 03:10 PM - 04:40 PM

ENG7101,16,TBA,0/40,S 04:50 PM - 06:20 PM
ENG7101,16,TBA,0/40,T 04:50 PM - 06:20 PM
ENG7101,17,TBA,0/40,SR 08:30 AM - 10:00 AM
ENG7101,18,TBA,0/40,MW 04:50 PM - 06:20 PM
ENG7101,19,TBA,0/40,MW 03:10 PM - 04:40 PM
ENG7101,20,TBA,0/40,S 04:50 PM - 06:20 PM
ENG7101,20,TBA,0/40,T 04:50 PM - 06:20 PM
ENG7101,21,TBA,0/40,S 03:10 PM - 04:40 PM
ENG7101,21,TBA,0/40,R 03:10 PM - 04:40 PM
ENG7101,22,TBA,0/40,MW 04:50 PM - 06:20 PM
ENG7101,23,TBA,0/40,ST 04:50 PM - 06:20 PM
ENG7101,24,TMKN,0/40,ST 08:30 AM - 10:00 AM
ENG7101,25,TMKN,0/40,ST 10:10 AM - 11:40 AM
ENG7101,26,"AMAMU
N",0/40,SR 11:50 AM - 01:20 PM
ENG7101,27,FHI,0/40,MW 08:30 AM - 10:00 AM
ENG7101,28,MEEM,0/40,TR 08:30 AM - 10:00 AM
ENG7101,29,SAMINA,0/40,ST 03:10 PM - 04:40 PM
ENG7101,30,SYEDA,0/40,ST 11:50 AM - 01:20 PM
ENG7101,31,NB,0/40,ST 01:30 PM - 03:00 PM
ENG7101,32,NB,0/40,ST 11:50 AM - 01:20 PM
ENG7101,33,SJF,0/40,MW 03:10 PM - 04:40 PM
ENG7101,34,SJF,0/40,MW 01:30 PM - 03:00 PM
ENG7101,35,CMR,0/40,ST 01:30 PM - 03:00 PM
ENG7101,36,CMR,0/40,ST 03:10 PM - 04:40 PM

ENG7101,37,FAIZA,0/40,MW 08:30 AM - 10:00 AM
ENG7101,38,FAIZA,0/40,MW 10:10 AM - 11:40 AM
ENG7101,39,TBA,0/0,ST 03:10 PM - 04:40 PM
ENG7101,40,TBA,0/0,ST 04:50 PM - 06:20 PM
ENG7101,41,KTJS,0/40,ST 01:30 PM - 03:00 PM
ENG7101,42,KTJS,0/40,ST 03:10 PM - 04:40 PM
ENG7101,43,MZRM,0/40,SR 04:50 PM - 06:20 PM
ENG7101,44,MZRM,0/40,MW 04:50 PM - 06:20 PM
ENG7101,45,PDS,0/40,SR 10:10 AM - 11:40 AM
ENG7101,46,PDS,0/40,SR 01:30 PM - 03:00 PM
ENG7101,47,"TASHRI
FA",0/40,ST 04:50 PM - 06:20 PM
ENG7101,48,"TASHRI
FA",0/40,ST 03:10 PM - 04:40 PM
ENG7102,1,FSPI,0/30,ST 11:50 AM - 01:20 PM
ENG7102,2,TBA,0/0,SR 08:30 AM - 10:00 AM
ENG7102,3,MRJK,0/30,R 10:10 AM - 11:40 AM
ENG7102,3,MRJK,0/30,T 10:10 AM - 11:40 AM
ENG7102,4,KNF,0/30,MW 08:30 AM - 10:00 AM
ENG7102,5,KNF,0/30,MW 10:10 AM - 11:40 AM
ENG7102,6,SHKA,0/30,MW 10:10 AM - 11:40 AM
ENG7102,7,SHKA,0/30,T 11:50 AM - 01:20 PM
ENG7102,7,SHKA,0/30,R 11:50 AM - 01:20 PM
ENG7102,8,ARA,0/30,MW 08:30 AM - 10:00 AM
ENG7102,9,NPS,0/30,S 03:10 PM - 04:10 PM
ENG7102,9,NPS,0/30,R 03:10 PM - 04:40 PM

ENG7102,10,NPS,0/30,MW 08:30 AM - 10:00 AM
ENG7102,11,KTK,0/30,SR 11:50 AM - 01:20 PM
ENG7102,12,KTK,0/30,TR 04:50 PM - 06:20 PM
ENG7102,13,MARIA,0/30,R 03:10 PM - 04:40 PM
ENG7102,13,MARIA,0/30,S 03:10 PM - 04:40 PM
ENG7102,14,MARIA,0/30,ST 08:30 AM - 10:00 AM
ENG7102,15,RAYSA,0/30,R 03:10 PM - 04:40 PM
ENG7102,15,RAYSA,0/30,S 03:10 PM - 04:40 PM
ENG7102,16,RAYSA,0/30,SR 04:50 PM - 06:20 PM
ENG7102,17,BITHY,0/30,SR 03:10 PM - 04:40 PM
ENG7102,18,BITHY,0/30,SR 04:50 PM - 06:20 PM
ENG7102,19,AUHS,0/30,SR 04:50 PM - 06:20 PM
ENG7102,20,AUHS,0/30,MW 04:50 PM - 06:20 PM
ENG7102,21,SMH,0/30,T 11:50 AM - 01:20 PM
ENG7102,21,SMH,0/30,R 11:50 AM - 01:20 PM
ENG7102,22,ANISA,0/30,ST 08:30 AM - 10:00 AM
ENG7102,23,ANISA,0/30,MW 10:10 AM - 11:40 AM
ENG7102,24,JTR,0/30,SR 03:10 PM - 04:40 PM
ENG7102,25,JTR,0/30,SR 04:50 PM - 06:20 PM
ENG7102,26,"ARSHA
D",0/30,MW 01:30 PM - 03:00 PM
ENG7102,27,"ARSHA
D",0/30,SR 04:50 PM - 06:20 PM
ENG7102,28,HP,0/30,TR 03:10 PM - 04:40 PM
ENG7102,29,HP,0/30,SR 04:50 PM - 06:20 PM
ENG7102,30,DZ,0/30,MW 11:50 AM - 01:20 PM

ENG7102,31,DZ,0/30,MW 01:30 PM - 03:00 PM
ENG7102,32,PL,0/30,TR 03:10 PM - 04:40 PM
ENG7102,33,PL,0/30,T 11:50 AM - 01:20 PM
ENG7102,33,PL,0/30,R 11:50 AM - 01:20 PM
ENG7102,34,ADNAN,0/30,MW 10:10 AM - 11:40 AM
ENG7102,35,ADNAN,0/30,MW 08:30 AM - 10:00 AM
ENG7102,36,MFR,0/30,TR 03:10 PM - 04:40 PM
ENG7102,37,MFR,0/30,TR 04:50 PM - 06:20 PM
ENG7102,38,PARVEZ,0/30,ST 03:10 PM - 04:40 PM
ENG7102,39,PARVEZ,0/30,ST 04:50 PM - 06:20 PM
ENG7102,40,NMK,0/30,MW 03:10 PM - 04:40 PM
ENG7102,41,NMK,0/30,MW 04:50 PM - 06:20 PM
ENG7102,42,TBA,0/0,MW 04:50 PM - 06:20 PM
ENG7102,43,MTUR,0/30,TR 04:50 PM - 06:20 PM
ENG7102,44,ZK,0/30,MW 08:30 AM - 10:00 AM
ENG7102,45,ZK,0/30,MW 10:10 AM - 11:40 AM
ENG7102,46,TBA,0/30,MW 04:50 PM - 06:20 PM
ENG7102,47,TBA,0/30,ST 04:50 PM - 06:20 PM
ENG7102,48,TBA,0/30,R 03:10 PM - 04:40 PM
ENG7102,48,TBA,0/30,S 03:10 PM - 04:40 PM
ENG7102,49,TBA,0/30,MW 04:50 PM - 06:20 PM
ENG7102,50,TBA,0/30,MW 08:30 AM - 10:00 AM
ENG7102,51,TBA,0/30,ST 04:50 PM - 06:20 PM
ENG7102,52,TBA,0/30,SR 04:50 PM - 06:20 PM

ENG7102,52,TBA,0/30,MW 04:50 PM - 06:20 PM
ENG7102,53,RZO,0/30,MW 11:50 AM - 01:20 PM
ENG7102,54,"AMAMU
N",0/30,SR 10:10 AM - 11:40 AM
ENG7102,55,FHI,0/30,MW 10:10 AM - 11:40 AM
ENG7102,56,MEEM,0/30,MW 08:30 AM - 10:00 AM
ENG7102,57,SAMINA,0/30,ST 01:30 PM - 03:00 PM
ENG7102,58,SYEDA,0/30,ST 01:30 PM - 03:00 PM
ENG7102,59,NOMAN,0/30,ST 11:50 AM - 01:20 PM
ENG7102,60,RZO,0/30,T 11:50 AM - 01:20 PM
ENG7102,60,RZO,0/30,R 11:50 AM - 01:20 PM
ENG7145,1,ZOA,0/20,ST 01:30 PM - 03:00 PM
ENG7145,2,TR,0/20,MW 01:30 PM - 03:00 PM
ENG7154,1,KNF,0/20,ST 08:30 AM - 10:00 AM
ENG7154,2,SSNM,0/20,ST 08:30 AM - 10:00 AM
ENG7160,1,BITHY,0/40,SR 11:50 AM - 01:20 PM
ENG7160,2,SMH,0/40,MW 08:30 AM - 10:00 AM
ENG7160,3,HP,0/40,SR 10:10 AM - 11:40 AM
ENG7170,1,MRJK,0/20,MW 11:50 AM - 01:20 PM
ENG7170,2,NHAM,0/20,ST 08:30 AM - 10:00 AM
ENG7170,3,NHAM,0/20,ST 11:50 AM - 01:20 PM
ENG7191,1,KK,0/30,S 11:50 AM - 01:20 PM
ENG7191,1,KK,0/30,R 11:50 AM - 01:20 PM
ENG7191,2,KK,0/30,MW 01:30 PM - 03:00 PM
ENG7192,1,"ARSHA
D",0/30,T 11:50 AM - 01:20 PM

ENG7192,1,"ARSHA
D",0/30,R 11:50 AM - 01:20 PM
ENG7192,2,YAF,0/30,MW 03:10 PM - 04:40 PM
ENG7205,1,SHKA,0/20,R 10:10 AM - 11:40 AM
ENG7205,1,SHKA,0/20,S 10:10 AM - 11:40 AM
ENG7207,1,NSNI,0/20,ST 10:10 AM - 11:40 AM
ENG7207,2,NPS,0/20,T 10:10 AM - 11:40 AM
ENG7207,2,NPS,0/20,R 10:10 AM - 11:40 AM
ENG7208,1,FSPI,0/20,MW 10:10 AM - 11:40 AM
ENG7210,1,DSH,0/40,ST 11:50 AM - 01:20 PM
ENG7211,1,AFA,0/20,MW 08:30 AM - 10:00 AM
ENG7211,2,ANISA,0/20,MW 03:10 PM - 04:40 PM
ENG7216,1,AUHS,0/20,SR 11:50 AM - 01:20 PM
ENG7216,2,SMR,0/20,ST 03:10 PM - 04:40 PM
ENG7222,1,DBC,0/20,TR 10:10 AM - 11:40 AM
ENG7222,2,DBC,0/20,TR 11:50 AM - 01:20 PM
ENG7224,1,MIJ,0/40,MW 10:10 AM - 11:40 AM
ENG7230,1,KTK,0/20,S 03:10 PM - 04:40 PM
ENG7230,1,KTK,0/20,R 03:10 PM - 04:40 PM
ENG7230,2,MARIA,0/20,SR 11:50 AM - 01:20 PM
ENG7245,1,SMR,0/20,MW 01:30 PM - 03:00 PM
ENG7245,2,DASA,0/20,MW 10:10 AM - 11:40 AM
ENG7255,1,TR,0/20,ST 03:10 PM - 04:40 PM
